1

     13343.706394008
4

  0   0    0.006494528003891   -0.002243844890525 
  0   1    0.010709521426163    0.008111641062894 
  0   2    0.026822164735715   -0.001669784819974 
  0   3    0.714840450803995    0.689747405708746 

  1   0    0.010709521439446    0.008111641063097 
  1   1    0.068941047916539    0.068268239591922 
  1   2    0.037588688783538   -0.736828341548862 
  1   3   -0.025465897026332    0.003690681306752 

  2   0    0.026822164716531   -0.001669784875341 
  2   1    0.037588688789969   -0.736828341548467 
  2   2   -0.060277757407564    0.050086756016725 
  2   3    0.009044728685210    0.008943388970716 

  3   0    0.714840450806350    0.689747405704519 
  3   1   -0.025465897006400    0.003690681362156 
  3   2    0.009044728698831    0.008943388966236 
  3   3    0.000293815744944   -0.006472013059766 

